text,label,source
You can fill out your tax return in Estonia online in five minutes.,real,LIAR_LOCAL
A 5 percent increase in domestic production would increase the world supply by less than 1 percent and do almost nothing to our dependence on foreign oil. This would also have virtually no effect on the price of gas at the pump.,real,LIAR_LOCAL
The United States is numberonein the world in energyresources;Russia isnumber two.,real,LIAR_LOCAL
The water quality in the ocean is perfect. Its been tested up and down every ocean shore in New Jersey.,real,LIAR_LOCAL
"During the last election, Democrats won over a million votes more than Republicans, but because of the way districts are designed, the Republicans got 33 more members of the House of Representatives than the Democrats did.",real,LIAR_LOCAL
"When I was mayor of New York City, I encouraged adoptions. Adoptions went up 65-70 percent. Abortions went down 16 percent.",partially_true,LIAR_LOCAL
"When terrorists killed more than 250 Americans in Lebanon under Ronald Reagan, the Democrats didnt make that a partisan issue.",partially_true,LIAR_LOCAL
"She (Kagan) took money from Goldman Sachs just like her boss, Obama.",partially_true,LIAR_LOCAL
Says Missouri needs a voter I.D. law because theres over 16 people in the state of Missouri who have been convicted of some type of voter fraud.,partially_true,LIAR_LOCAL
"Says 40 years ago, the U.S. placed Texas under Voting Rights Act for failing to print ballots in Spanish.",partially_true,LIAR_LOCAL
U.S. Sen. Kay Bailey Hutchison voted to continue Roe v. Wade.,real,LIAR_LOCAL
People committed involuntarily for 72 hours under the Baker Act will get their guns back automatically and immediately upon discharge....and their commitment is never entered into a background check database.,partially_true,LIAR_LOCAL
The recidivism rate is nearly 29 percent and has been climbing steadily since detainees began being released from Guantanamo.,partially_true,LIAR_LOCAL
I don't have lobbyists running my campaign.,fake,LIAR_LOCAL
"We reduced the government workforce by 13,000, 11 percent, during my eight years.",real,LIAR_LOCAL
Republicans fought to protect tax loopholes for corporations that send our jobs overseas.,partially_true,LIAR_LOCAL
Says Adam Hasners record includes requesting over $92.2 million in earmarks.,real,LIAR_LOCAL
Some businesses in Oregon are having to shrink back their businesses as a result of the law.,real,LIAR_LOCAL
"During eight years under Ronald Reagan, African-American median income rose by about $5,000.",fake,LIAR_LOCAL
Says Hillary Clinton went toe-to-toe with Russia as secretary of state to do the New START agreement to reduce Russias nuclear stockpile.,partially_true,LIAR_LOCAL
The Texas Department of Transportation... misplaced a billion dollars.,real,LIAR_LOCAL
Nearly half of all pregnancies in the U.S. are unintended.,real,LIAR_LOCAL
Harvard Study Finds States With Most Gun Laws Have Fewest Gun Deaths.,partially_true,LIAR_LOCAL
"By declaring that Pluto was no longer a planet, the (International Astronomical Union) put into place a planetary definition that would have even declassified Earth as a planet if it existed as far from the sun as Pluto does.",partially_true,LIAR_LOCAL
On the main GOP presidential debate:Not one candidate on the debate stage has military experience,real,LIAR_LOCAL
"We have trade agreements with 20 countries, and we have trade surpluses with each one of those 20.",fake,LIAR_LOCAL
Mr. Hurt would re-open that darn (Medicare) doughnut hole.,partially_true,LIAR_LOCAL
"When I was speaker, we had four consecutive balanced budgets.",fake,LIAR_LOCAL
Scott Walker supported the same transportation bill hes attacking me for. He said at the time it would save the taxpayers money.,fake,LIAR_LOCAL
"In 1992, Mitt Romney gave money to Democrats for Congress.",real,LIAR_LOCAL
Says 95 percent of people caught crossing the U.S.-Mexico border said in a survey we are coming because weve been promised amnesty.,partially_true,LIAR_LOCAL
Says Multnomah County libraries are open 44 hours per week the lowest of any library in the four-county region.,real,LIAR_LOCAL
Houston is the third-most toxic city in the United States of America.,real,LIAR_LOCAL
"President Barack Obama's ""initial response when we heard about the Christmas underwear bomber"" was to say that ""this was the act of an isolated extremist.""",partially_true,LIAR_LOCAL
Women in Barack Obamas White House are earning less than men.,partially_true,LIAR_LOCAL
"The House did vote against engagement in Kosovo, and Bill Clinton kept fighting anyway. And, then, ultimately, a vote did pass.",real,LIAR_LOCAL
"Ive cut taxes for ... middle-class families, small businesses.",real,LIAR_LOCAL
"California Senator, Democratic Senator Dianne Feinstein said if she could say to Mr. America and Mrs. America, Give me your guns, Im rounding em up, she would.",fake,LIAR_LOCAL
"On the last night of the General Assembly, by 11 oclock 95 to 98 percent of the business was done. So we really didnt have that late-night session. We were just holding on one bill.",fake,LIAR_LOCAL
Slim Jims just recently cost 99 cents but now cost $2.69.,fake,LIAR_LOCAL
"From 2010-2014, median household income in Wisconsin has actually gone up 7.4 percent.",fake,LIAR_LOCAL
I have 2 and a half million more votes than he (Sanders) does.,real,LIAR_LOCAL
On opposing legislation that would take away existing health care plans.,partially_true,LIAR_LOCAL
"Barack Obama's health care plan ""will cost taxpayers $1,700 more to cover each new person.""",fake,LIAR_LOCAL
No Democratic campaign for (Fla.) governor has ever had these kinds of resources this early on in an election cycle.,real,LIAR_LOCAL
This week the House of Representatives voted to remove the word lunatic from federal law.,real,LIAR_LOCAL
Says it wasnt until he and a Senate colleague were able to wrangle the actual streaming video from BP that scientists were able to calculate the oil spill flow.,real,LIAR_LOCAL
The RESTORE Act started as an effort to dedicate as much BP fine money as possible towards Gulf Coast restoration but now could steer money to places like the Great Lakes and West Coast.,partially_true,LIAR_LOCAL
Very little of (the defense) budget less than 10 percent actually goes into fighting ISIS and international terrorism.,fake,LIAR_LOCAL
Democrat Russ Feingold announced his Wisconsin Senate run today fromCalifornia.,fake,LIAR_LOCAL
Says that Tennessee Gov. Bill Haslam has made it clear by his repeated actions that he will pursue a policy that promotes the interest of Islamist (sic) and their radical ideology as long as he is governor.,fake,LIAR_LOCAL
"Unlike you and me, Congress gets to keep up to $11,000 a year in taxpayer subsidies under Obamacare.",partially_true,LIAR_LOCAL
"Says of Mitch McConnell,What can happen in 30 years? A senator can become a multi-millionaire in public office.",fake,LIAR_LOCAL
"Thurbert Baker kept a teen in jail ""who didn't even commit a felony.""",fake,LIAR_LOCAL
"When asked by a reporter whether hes at the center of a criminal scheme to violate campaign laws, Gov. Scott Walker nodded yes.",fake,LIAR_LOCAL
There was serious voter fraud in New Hampshire.,fake,LIAR_LOCAL
Our race was the closest U.S. Senate race in Ohio in 36 years -- when Howard Metzenbaum defeated Robert Taft in 1976.,real,LIAR_LOCAL
Sen. McCain says it was not a mistake to vote against the Bush tax cuts ... but now says the tax cuts need to be made permanent.,real,LIAR_LOCAL
Caution: Kissing and cuddling chickens can be hazardous to your health.,real,LIAR_LOCAL
"Enacting the Right-to-Carry Act would amount to expanding the rights of sex offenders, terrorists, child predators, and abusers to carry concealed weapons across state lines.",partially_true,LIAR_LOCAL
"Today, we import triple the amount of oil than we had on the day Senator McCain took office.",real,LIAR_LOCAL
Half of all NC legislative candidates are unopposed because of gerrymandering.,real,LIAR_LOCAL
"The big Wall Street banks, the big corporations give many times more political donations to Democrats than Republicans.",fake,LIAR_LOCAL
Georgias civil forfeiture laws are among the worst in the country and the very worst in the South.,real,LIAR_LOCAL
"We can prevent terror suspects from boarding an airplane, but the FBI doesn't have the power to block them from buying dynamite or an AK-47.",real,LIAR_LOCAL
"The Federal Register - which houses all Washington regulations - is 34,000 pages in length and weighs in at more than 340 pounds.",partially_true,LIAR_LOCAL
Less than 5 percent of registered users in states allowing medical marijuana have cancer or AIDS.,real,LIAR_LOCAL
Gov. Crist's veto also clears the way for taxpayer funding of abortion in Florida.,fake,LIAR_LOCAL
The Obama administration manipulated deportation data to make it appear that the Border Patrol was deporting more illegal immigrants than the Bush administration.,fake,LIAR_LOCAL
The latest Quinnipiac poll found that nearly six-in-ten Americans oppose ObamaCare -- 30% support the law and 57% oppose it.,partially_true,LIAR_LOCAL
Nine hundred people have been fired since I became secretary (of Veterans Affairs). Weve got 60 people that we fired who have manipulated wait times.,fake,LIAR_LOCAL
David Dewhurst has a record of promoting an income tax.,fake,LIAR_LOCAL
"Barack Obama has ""reversed"" on his commitment ""to begin withdrawing American troops from Iraq immediately.""",fake,LIAR_LOCAL
I haven't missed a vote since 1993.,real,LIAR_LOCAL
"Says that Tim Pawlenty eliminated health insurance for 33,000 to 35,000 people when he was governor of Minnesota.",partially_true,LIAR_LOCAL
"Says Sheldon Whitehouse said on Senate floor: Everybody in Rhode Island who disagrees with me about Obamacare is an Aryan, is a white supremacist.",fake,LIAR_LOCAL
Democrats give Newports to the homeless to get them to the polls.,partially_true,LIAR_LOCAL
The Chris Hani Baragwanath in South Africa is the worlds third-biggest hospital.,partially_true,LIAR_LOCAL
President Obama gave Egypts Muslim Brotherhood one and a half billion dollars.,fake,LIAR_LOCAL
"Says Rick Perry told students he couldnt attend a gubernatorial forum due to scheduling conflicts, then on forum day tweeted that hed just been running with his dog.",real,LIAR_LOCAL
Our average private sector employee pays 23 percent for their health care. Our average city worker in Ohio pays 9 percent.,real,LIAR_LOCAL
"When we moved into the White House, we had the lowest net worth of any family since Harry Truman.",real,LIAR_LOCAL
If our recovery were more typical of the postwar era . . . we would have 14 million more jobs today.,real,LIAR_LOCAL
On the pace that we're on with job creation in the last four months ...we will have created more jobs in this year than in the entire Bush Presidency.,partially_true,LIAR_LOCAL
"The price tag amounted to nearly $4,200 for every man, woman and child in the state.",fake,LIAR_LOCAL
Says the reasoning behind Portlands high water and sewer rates is all kinds of pet projects unrelated to the core function of the water and sewer bureaus,fake,LIAR_LOCAL
Obamas dog has his own plane,fake,LIAR_LOCAL
We are seeing kids who are healthier.,partially_true,LIAR_LOCAL
"In Texas, a faceless hospital panel can deny life-sustaining care, giving you only 10 days to find another facility for your mother, dad, or young child, even if the patient is conscious.",partially_true,LIAR_LOCAL
The American slave trade caused 5 million deaths or more.,fake,LIAR_LOCAL
Says Texas school districts are the fifth largest employers in the world.,fake,LIAR_LOCAL
I cut more as a percentage out of government than any state in the country this past decade. And where is Michigan in terms of its economic growth? Cutting did not result in economic growth.,real,LIAR_LOCAL
Says the city of Portland has one manager for every six front-line workers.,real,LIAR_LOCAL
"The Obama administrations green stimulus program funneled close to $2 billion dollars to overseas firms, creating thousands of jobs in China.",fake,LIAR_LOCAL
"Since 2007 David Jolly has given almost $30,000 to keep Democrats in Congress!",real,LIAR_LOCAL
I never favored cap and trade.,fake,LIAR_LOCAL
Harry Reid voted to use taxpayer dollars to pay for Viagra for convicted child molesters and sex offenders.,fake,LIAR_LOCAL
The McCain campaign is roughly in the position where Vice President Gore was running against President Bush one week before the election of 2000.,fake,LIAR_LOCAL
Says Barbara Buono voted to raise her own pay 40 percent.,real,LIAR_LOCAL
"In Washington, Congressman Joe Heck supports privatizing (Social Security), turning our savings over to Wall Street and risking it on the stock market.",fake,LIAR_LOCAL
Too many tattoos on visible body parts keepsome applicants out of the military.,real,LIAR_LOCAL
Florida has the most errors and exonerations from death row.,partially_true,LIAR_LOCAL
"First, he said he would take all of our troops out in six months, and now he acknowledges it would take a year.",partially_true,LIAR_LOCAL
"Says unions take away hard-earned money of teachers, firefighters and police officers to play politics.",fake,LIAR_LOCAL
Emory University students were provided counseling after someone wrote Trump 2016 in chalk on campus.,fake,LIAR_LOCAL
"American Hustleshows the FBI making real-life bribes to Washington politicians. I know, because as your U.S. senator, I turned them down.",real,LIAR_LOCAL
"Mitt Romney has ""a pro-choice record.""",real,LIAR_LOCAL
Says Damascus disincorporation would produce NO significant tax savings.,fake,LIAR_LOCAL
The majority of Americans now doubt that our children will have a better future.,partially_true,LIAR_LOCAL
Says Hillary Clinton has spoken such lies about my foreign policy. They said I want Japan to get nuclear weapons. Give me a break.,fake,LIAR_LOCAL
Says he got twice as much money from the sale of County Grounds land than Milwaukee County Executive Scott Walker was willing to accept.,fake,LIAR_LOCAL
"Most of Ted Cruzs money comes from Washington, from outside the state of Texas.",fake,LIAR_LOCAL
"Says Ted Cruz said, There is no place for gays or atheists in my America. None. Our Constitution makes that clear.",fake,LIAR_LOCAL
Lorain is the poorest urban school district in the state of Ohio.,fake,LIAR_LOCAL
"Wisconsin requires, by law, a photo ID to vote.",partially_true,LIAR_LOCAL
"Even after Syrian troops began to shoot protesters in the streets with live ammunition in 2011, Clinton labeled Bashar al-Assad a reformer.",partially_true,LIAR_LOCAL
Gina Raimondo paid 70 million in taxpayer dollars to millionaire hedge fund managers.,fake,LIAR_LOCAL
Sen. (Richard) Burr voted no on the Violence Against Women Act.,partially_true,LIAR_LOCAL
Ukraine was a nuclear-armed state. They gave away their nuclear arms with the understanding that we would protect them.,fake,LIAR_LOCAL
This (Ebola) is not as bad as SARSwas in 2003.,fake,LIAR_LOCAL
Says Mike Huckabee appeared in diabetes infomercials to endorse cures and treatments that no health agency supports.,real,LIAR_LOCAL
Every Florida teacher gets a pay raise.,partially_true,LIAR_LOCAL
(After the auto bailout) General Motors is back on top as the worlds No. 1 automaker.,partially_true,LIAR_LOCAL
On the National Animal Identification System.,partially_true,LIAR_LOCAL
On whether a U.S. Supreme Court nominee should be forthcoming at confirmation hearings.,fake,LIAR_LOCAL
Signs letter saying Consumer Product Safety Commission is acting without consultation or input from the company to stop the sale of Buckyballs.,fake,LIAR_LOCAL
"300,000 Floridians have lost their health insurance as a result of Obamacare.",fake,LIAR_LOCAL
97 percent of the work that Planned Parenthood does is about mammograms and preventative health.,partially_true,LIAR_LOCAL
Bin Laden had declared war against Pakistan.,partially_true,LIAR_LOCAL
"Florida's legal challenge of the federal health care bill is ""bipartisan.""",fake,LIAR_LOCAL
McCain opposed the border fence.,fake,LIAR_LOCAL
Says personhood legislation she sponsored would not have restricted access to reproductive services and was simply a statement that I support life.,partially_true,LIAR_LOCAL
Florida's cost for the Medicaid expansion will be $1.6 billion a year or more.,partially_true,LIAR_LOCAL
"In January, I outlined a plan to help revive our faltering economy, which formed the basis for a bipartisan stimulus package that passed the Congress.",fake,LIAR_LOCAL
I think it is unacceptable for the Chinese today to be larger in wind power and in solar panels and photovoltaic manufacturing than all of Europe put together -- forget the United States.,partially_true,LIAR_LOCAL
"The vast majority of the money I got was from small donors all across the country.'' campaign-finance barack-obama President Illinois democrat 70 71 160 163 9 an interview with CNBC's John Harwood 5802.json true The Democrat-controlled Senate, it hasnt passed a budget in more than 1,000 days. deficit,federal-budget,job-accomplishments john-boehner Speaker of the House of Representatives Ohio republican 13 22 11 4 2 a video address 6153.json half-true The median income in America has dropped by 10 percent in the last four years. economy,income,jobs mitt-romney Former governor Massachusetts republican 34 32 58 33 19 a speech 6515.json barely-true Says U.S. Senate hopeful Tammy Baldwin voted for a $1 trillion stimulus bill that included a wasteful $800,000 to replace light bulbs. energy,federal-budget,stimulus crossroads-gps Conservative advocacy group republican 9 1 4 1 2 a television ad 385.json true Says Clinton did not read the National Intelligence Estimate before voting for the Iraq war. iraq barack-obama President Illinois democrat 70 71 160 163 9 a speech in Westerville, Ohio 10932.json barely-true Thanks to the Act 10 collective bargaining law that took effect four years ago, ACT scores in Wisconsin are now second-best in the country for states where more than half the kids take the exam. education,government-regulation,job-accomplishments,labor,unions scott-walker Milwaukee County Executive Wisconsin republican 26 41 32 40 11 a speech 5076.json mostly-true Our income, our GDP per capita, is almost 50 percent higher than (it is for) the average European. economy mitt-romney Former governor Massachusetts republican 34 32 58 33 19 an editorial board meeting with an Iowa newspaper 12189.json half-true Says Rick Scott cut Medicaid so people cant get Obamacare. health-care,medicaid rick-scotts-starbucks-heckler Activist, stay-at-home mom Florida activist 0 0 2 0 0 a confrontation with Rick Scott at Starbucks 945.json half-true The stimulus bill includes $8 billion for high-speed rail projects, such as a 'magnetic levitation' line from Las Vegas to Disneyland.""",fake,LIAR_LOCAL
Says he came to the Republican Party sooner in age than Ronald Reagan.,real,LIAR_LOCAL
Every poll said I won the debate.,partially_true,LIAR_LOCAL
Says Tom Cottons vote in Congress to change Medicare will increase out-of-pocket expenses for every senior in Arkansas.,fake,LIAR_LOCAL
All of Liberia can produce less than one-third as much electricity as the Dallas Cowboys football stadium consumes at peak times.,real,LIAR_LOCAL
The right-to-work states are creating a lot more jobs today than the heavily unionized states.,real,LIAR_LOCAL
"As unbelievable as it sounds, your tax dollars are funding the federal governments Zombie Apocalypse Plan. I kid you not.",fake,LIAR_LOCAL
"The Charleston, S.C., shootershould have never been given a gun, but the universal background check was not fast enough.",real,LIAR_LOCAL
Says New Jerseys prison system is 61 percent African-American even though our state is just 13 percent black.,real,LIAR_LOCAL
"Were paying out-of-state residential facilities hundreds of thousands of dollars, if not more, to house children in state custody",real,LIAR_LOCAL
"Steve Poizner ""increased his department's budget nearly 14 percent.""",fake,LIAR_LOCAL
We see a quarter-billion dollars in a pension fund that needs to be funded at $1.2 billion.,real,LIAR_LOCAL
On supporting winner of Democratic primary with her superdelegate vote.,fake,LIAR_LOCAL
Corporate tax holidays pushed by Presidents John F. Kennedy and George W. Bush brought billions of dollars back into the United States.,partially_true,LIAR_LOCAL
"Says U.S. Sen. Ron Johnson opposes faster broadband internet in small towns and got nearly $90,000 in campaign contributions from the telecom special interests.",partially_true,LIAR_LOCAL
Says ending the direct payment farm subsidy program could save up to $28.4 billion over ten years that could be used to reduce the deficit.,real,LIAR_LOCAL
I didn't endorse the federal stimulus bill.,fake,LIAR_LOCAL
One thing that is much more unpopular than the Affordable Care Act is repealing the Affordable Care Act.,real,LIAR_LOCAL
"Says he turned down a Medicaid expansion under Obamacare, but because of actions he took, for the first time in Wisconsins history everyone living in poverty is covered under Medicaid.",real,LIAR_LOCAL
Youve got a medical report on me that meets the same standard as Mitt Romney and Barack Obama.,real,LIAR_LOCAL
On running for Senate if Jim Webb retires.,partially_true,LIAR_LOCAL
"Says Rep. Charlie Bass, R-NH voted to raise his own pay eight times",partially_true,LIAR_LOCAL
"John McCain accused Barack Obama ""of letting infants die.""",fake,LIAR_LOCAL
"A study from the Massachusetts Institute of Technology, Harvard, and Dartmouth concluded that Medicaids value to its beneficiaries is significantly lower than the actual cost of the program.",partially_true,LIAR_LOCAL
"In this city, there hasnt been a stadium thats lasted more than 27 years.",partially_true,LIAR_LOCAL
The amount of attention paid this week to Chris Christie makes the coverage of Benghazi ... pale in significance.,fake,LIAR_LOCAL
Says Craig Huey called Planned Parenthood a murder mill.,real,LIAR_LOCAL
White people control almost 90 percent of the nations wealth.,real,LIAR_LOCAL
Borrowing in my 2015-17 state budget is less than half that in my predecessors last budget and the lowest it has been in a decade.,real,LIAR_LOCAL
Florida has reduced its carbon emissions by 20 percent since 2005.,real,LIAR_LOCAL
Says Chris Dudley thinks Oregons minimum wage is too high.,partially_true,LIAR_LOCAL
The stimulus program cut taxes for 95 percent of the American people.,partially_true,LIAR_LOCAL
"After laying off 30,000 people,Carly Fiorina said that in retrospect, I would have done them all faster.",partially_true,LIAR_LOCAL
The planned expansion of Savannahs port is a jobs creating project.,partially_true,LIAR_LOCAL
Says gas pumps in different parts of Texas are missing state inspection stickers and/or their inspections are out of date--and thats cheating consumers.,partially_true,LIAR_LOCAL
